61168437,106,2021-01-12T23:39:10.000Z,2021-01-12T23:41:41.000Z,98.69
61168437,95,2021-01-12T23:39:10.000Z,2021-01-12T23:41:41.000Z,98.69
61168437,80,2021-01-12T23:39:10.000Z,2021-01-12T23:41:41.000Z,98.69
61168437,80,2021-01-12T23:39:10.000Z,2021-01-12T23:41:41.000Z,98.69
61168437,106,2021-01-12T23:39:10.000Z,2021-01-12T23:41:26.000Z,98.69
61168437,95,2021-01-12T23:39:10.000Z,2021-01-12T23:41:26.000Z,98.69
61168437,80,2021-01-12T23:39:10.000Z,2021-01-12T23:41:26.000Z,98.69
61168437,80,2021-01-12T23:39:10.000Z,2021-01-12T23:41:26.000Z,98.69
61168437,106,2021-01-12T23:39:10.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,95,2021-01-12T23:39:10.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,80,2021-01-12T23:39:10.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,80,2021-01-12T23:39:10.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,106,2021-01-12T23:39:10.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,95,2021-01-12T23:39:10.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,80,2021-01-12T23:39:10.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,80,2021-01-12T23:39:10.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,106,2021-01-12T23:39:26.000Z,2021-01-12T23:41:41.000Z,98.69
61168437,95,2021-01-12T23:39:26.000Z,2021-01-12T23:41:41.000Z,98.69
61168437,80,2021-01-12T23:39:26.000Z,2021-01-12T23:41:41.000Z,98.69
61168437,80,2021-01-12T23:39:26.000Z,2021-01-12T23:41:41.000Z,98.69
61168437,106,2021-01-12T23:39:26.000Z,2021-01-12T23:41:26.000Z,98.69
61168437,95,2021-01-12T23:39:26.000Z,2021-01-12T23:41:26.000Z,98.69
61168437,80,2021-01-12T23:39:26.000Z,2021-01-12T23:41:26.000Z,98.69
61168437,80,2021-01-12T23:39:26.000Z,2021-01-12T23:41:26.000Z,98.69
61168437,106,2021-01-12T23:39:26.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,95,2021-01-12T23:39:26.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,80,2021-01-12T23:39:26.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,80,2021-01-12T23:39:26.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,106,2021-01-12T23:39:26.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,95,2021-01-12T23:39:26.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,80,2021-01-12T23:39:26.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,80,2021-01-12T23:39:26.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,106,2021-01-12T23:39:41.000Z,2021-01-12T23:41:41.000Z,98.69
61168437,95,2021-01-12T23:39:41.000Z,2021-01-12T23:41:41.000Z,98.69
61168437,80,2021-01-12T23:39:41.000Z,2021-01-12T23:41:41.000Z,98.69
61168437,80,2021-01-12T23:39:41.000Z,2021-01-12T23:41:41.000Z,98.69
61168437,106,2021-01-12T23:39:41.000Z,2021-01-12T23:41:26.000Z,98.69
61168437,95,2021-01-12T23:39:41.000Z,2021-01-12T23:41:26.000Z,98.69
61168437,80,2021-01-12T23:39:41.000Z,2021-01-12T23:41:26.000Z,98.69
61168437,80,2021-01-12T23:39:41.000Z,2021-01-12T23:41:26.000Z,98.69
61168437,106,2021-01-12T23:39:41.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,95,2021-01-12T23:39:41.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,80,2021-01-12T23:39:41.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,80,2021-01-12T23:39:41.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,106,2021-01-12T23:39:41.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,95,2021-01-12T23:39:41.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,80,2021-01-12T23:39:41.000Z,2021-01-12T23:41:10.000Z,98.69
61168437,80,2021-01-12T23:39:41.000Z,2021-01-12T23:41:10.000Z,98.69
61170975,1920,2021-01-12T23:39:56.000Z,2021-01-12T23:41:56.000Z,65.04
61181042,1131,2021-01-12T23:40:12.000Z,2021-01-12T23:42:12.000Z,95.58
61181042,1131,2021-01-12T23:40:12.000Z,2021-01-12T23:42:12.000Z,95.58
61181042,1131,2021-01-12T23:40:12.000Z,2021-01-12T23:38:12.000Z,95.58
61181042,1131,2021-01-12T23:40:12.000Z,2021-01-12T23:38:12.000Z,95.58
61181052,5384,2021-01-12T23:40:27.000Z,2021-01-12T23:38:27.000Z,86.31
61181052,5384,2021-01-12T23:40:27.000Z,2021-01-12T23:38:27.000Z,86.31
61181052,5384,2021-01-12T23:40:27.000Z,2021-01-12T23:38:27.000Z,86.31
61181052,5384,2021-01-12T23:40:27.000Z,2021-01-12T23:38:27.000Z,86.31
61182255,1989,2021-01-12T23:40:42.000Z,2021-01-12T23:39:12.000Z,57.78
61182255,1378,2021-01-12T23:40:42.000Z,2021-01-12T23:39:12.000Z,57.78
61182255,1233,2021-01-12T23:40:42.000Z,2021-01-12T23:39:12.000Z,57.78
61182255,1233,2021-01-12T23:40:42.000Z,2021-01-12T23:39:12.000Z,57.78
61182255,1989,2021-01-12T23:40:42.000Z,2021-01-12T23:38:57.000Z,57.78
61182255,1378,2021-01-12T23:40:42.000Z,2021-01-12T23:38:57.000Z,57.78
61182255,1233,2021-01-12T23:40:42.000Z,2021-01-12T23:38:57.000Z,57.78
61182255,1233,2021-01-12T23:40:42.000Z,2021-01-12T23:38:57.000Z,57.78
61182255,1989,2021-01-12T23:40:42.000Z,2021-01-12T23:38:42.000Z,57.78
